name,team,minutes,xP,influence,ict_index,threat,creativity,bps,expected_goal_involvements,transfers_in,position_DEF,position_FWD,position_GK,position_MID,GW,predicted_total_points
Danny Ward,Leicester,6.428571428571429,-0.1619047619047619,1.6857142857142857,0.1714285714285714,0.0,0.0,-0.23809523809523808,0.0,4501.476190476191,0.0,0.0,1.0,0.0,25,0.6
Danny Welbeck,Brighton,53.476190476190474,3.2857142857142856,13.952380952380953,3.9952380952380957,17.714285714285715,8.29047619047619,11.904761904761905,0.28619047619047616,176768.2380952381,0.0,1.0,0.0,0.0,25,3.19
Dara O'Shea,Ipswich,83.78947368421052,1.4526315789473685,22.073684210526313,2.9,6.2105263157894735,0.7210526315789474,7.421052631578948,0.04526315789473684,16451.21052631579,1.0,0.0,0.0,0.0,25,1.44
Darwin Núñez Ribeiro,Liverpool,37.45,2.455,7.409999999999999,2.3,11.6,4.3100000000000005,7.05,0.136,12177.6,0.0,1.0,0.0,0.0,25,0.99
David Brooks,Bournemouth,16.0,1.1666666666666667,5.314285714285714,1.5619047619047617,6.142857142857143,4.457142857142857,5.095238095238095,0.09571428571428572,225.57142857142858,0.0,0.0,0.0,1.0,25,1.0
David Datro Fofana,Chelsea,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,225.0952380952381,0.0,1.0,0.0,0.0,25,0.0
David Ozoh,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
David Raya Martin,Arsenal,90.0,4.780952380952381,20.847619047619048,2.0857142857142854,0.0,0.0,14.095238095238095,0.0004761904761904762,119928.04761904762,0.0,0.0,1.0,0.0,25,2.49
Dean Henderson,Crystal Palace,90.0,3.2095238095238097,23.80952380952381,2.4428571428571426,0.19047619047619047,0.47619047619047616,11.904761904761905,0.0009523809523809524,50392.380952380954,0.0,0.0,1.0,0.0,25,2.57
Dean Huijsen,Bournemouth,46.19047619047619,2.3904761904761904,16.676190476190477,2.8095238095238093,5.285714285714286,6.147619047619047,10.761904761904763,0.0976190476190476,23194.571428571428,1.0,0.0,0.0,0.0,25,1.53
Declan Rice,Arsenal,69.95238095238095,3.119047619047619,15.857142857142858,4.728571428571429,7.904761904761905,23.795238095238094,14.952380952380953,0.22761904761904764,10653.761904761905,0.0,0.0,0.0,1.0,25,2.42
Deivid Washington de Souza Eugênio,Chelsea,0.0,0.2571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,747.2380952380952,0.0,1.0,0.0,0.0,25,0.0
Dejan Kulusevski,Spurs,79.9047619047619,4.223809523809524,22.323809523809523,8.019047619047619,26.476190476190474,31.52857142857143,15.380952380952381,0.31,59233.09523809524,0.0,0.0,0.0,1.0,25,2.09
Deniz Undav,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Destiny Udogie,Spurs,68.0952380952381,2.1476190476190475,11.838095238095239,2.7476190476190476,5.523809523809524,10.061904761904762,9.714285714285714,0.06714285714285714,15007.52380952381,1.0,0.0,0.0,0.0,25,1.78
Diego Carlos Santos Silva,Aston Villa,39.42857142857143,0.8,7.171428571428571,1.0238095238095237,2.5714285714285716,0.43809523809523804,3.2857142857142856,0.03428571428571429,2423.8571428571427,1.0,0.0,0.0,0.0,25,0.95
Diego Gómez,Brighton,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,1.0,25,0.0
Diogo Dalot Teixeira,Man Utd,84.0952380952381,2.538095238095238,14.276190476190477,3.2047619047619045,6.809523809523809,11.071428571428571,10.047619047619047,0.12761904761904763,62515.04761904762,1.0,0.0,0.0,0.0,25,1.71
Diogo Teixeira da Silva,Liverpool,31.1,3.0100000000000002,11.91,3.3549999999999995,16.8,4.89,8.8,0.277,58976.15,0.0,0.0,0.0,1.0,25,0.84
Divin Mubama,Man City,0.0,0.6833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,2681.5,0.0,1.0,0.0,0.0,25,0.0
Djed Spence,Spurs,23.80952380952381,0.6428571428571429,5.933333333333333,1.0047619047619047,0.6666666666666666,3.4523809523809526,3.3333333333333335,0.027619047619047616,547.5238095238095,1.0,0.0,0.0,0.0,25,0.97
Dominic Calvert-Lewin,Everton,73.45,2.505,7.8,3.62,23.25,5.470000000000001,6.1,0.28650000000000003,47068.55,0.0,1.0,0.0,0.0,25,2.02
Dominic Sadi,Bournemouth,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Dominic Solanke-Mitchell,Spurs,76.0952380952381,3.9857142857142858,18.866666666666667,5.409523809523809,27.666666666666668,8.019047619047619,15.476190476190476,0.45285714285714285,121827.09523809524,0.0,1.0,0.0,0.0,25,3.4
Dominik Szoboszlai,Liverpool,60.85,3.8549999999999995,12.620000000000001,4.74,13.9,20.93,14.3,0.34299999999999997,17051.15,0.0,0.0,0.0,1.0,25,2.23
Dwight McNeil,Everton,57.0,3.13,14.37,5.025,8.45,27.369999999999997,14.95,0.24100000000000002,84823.25,0.0,0.0,0.0,1.0,25,2.72
Eberechi Eze,Crystal Palace,67.38095238095238,2.2952380952380955,15.180952380952382,5.704761904761905,19.38095238095238,22.538095238095238,13.904761904761905,0.32,60524.619047619046,0.0,0.0,0.0,1.0,25,2.36
Eddie Nketiah,Arsenal,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.0,0.0,1.0,0.0,0.0,25,0.0
Eddie Nketiah,Crystal Palace,31.0,0.8263157894736842,3.547368421052631,1.9157894736842105,9.578947368421053,6.194736842105264,4.2631578947368425,0.10631578947368421,8991.526315789473,0.0,1.0,0.0,0.0,25,1.0
Ederson Santana de Moraes,Man City,55.714285714285715,2.604761904761905,13.161904761904761,1.3571428571428572,0.0,0.47619047619047616,6.095238095238095,0.0004761904761904762,26940.285714285714,0.0,0.0,1.0,0.0,25,0.7
Edson Álvarez Velázquez,West Ham,50.38095238095238,0.6095238095238096,8.028571428571428,1.638095238095238,1.5714285714285714,6.814285714285714,6.571428571428571,0.03333333333333333,631.6666666666666,0.0,0.0,0.0,1.0,25,0.99
Elkan Baggott,Ipswich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Elliot Anderson,Nott'm Forest,61.285714285714285,2.3095238095238093,16.885714285714286,4.533333333333333,8.80952380952381,19.599999999999998,14.19047619047619,0.16333333333333333,2329.8571428571427,0.0,0.0,0.0,1.0,25,2.27
Emerson Leite de Souza Junior,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Emerson Palmieri dos Santos,West Ham,68.14285714285714,2.1333333333333333,13.933333333333334,2.980952380952381,4.142857142857143,11.738095238095237,6.380952380952381,0.13523809523809524,5932.047619047619,1.0,0.0,0.0,0.0,25,1.21
Emil Krafth,Newcastle,11.428571428571429,0.6619047619047619,2.104761904761905,0.3142857142857143,0.5238095238095238,0.5190476190476191,1.619047619047619,0.0033333333333333335,560.8571428571429,1.0,0.0,0.0,0.0,25,1.0
Emile Smith Rowe,Fulham,57.19047619047619,3.2142857142857144,12.095238095238095,3.3333333333333335,8.380952380952381,12.761904761904763,12.380952380952381,0.1757142857142857,165596.47619047618,0.0,0.0,0.0,1.0,25,2.05
Emiliano Buendía Stati,Aston Villa,3.380952380952381,0.41428571428571426,0.7809523809523808,0.24285714285714283,0.7142857142857143,1.0666666666666669,1.7142857142857142,0.030952380952380953,302.23809523809524,0.0,0.0,0.0,1.0,25,1.0
Emiliano Martínez Romero,Aston Villa,87.85714285714286,2.380952380952381,22.00952380952381,2.2047619047619045,0.0,0.0,11.333333333333334,0.0004761904761904762,52179.0,0.0,0.0,1.0,0.0,25,2.4
Emmanuel Agbadou,Wolves,90.0,1.2,21.8,2.3,0.0,0.8,-3.0,0.01,91.0,1.0,0.0,0.0,0.0,25,0.31
Emmanuel Dennis,Nott'm Forest,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,2258.904761904762,0.0,1.0,0.0,0.0,25,0.0
Endo Wataru,Liverpool,2.8,1.205,0.8,0.175,0.2,0.785,1.3,0.0015,940.35,0.0,0.0,0.0,1.0,25,1.0
Enes Ünal,Bournemouth,15.714285714285714,1.4285714285714286,4.9523809523809526,1.7095238095238094,9.857142857142858,2.6714285714285717,4.619047619047619,0.14238095238095239,2214.3809523809523,0.0,1.0,0.0,0.0,25,1.0
Enso González,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.4761904761905,0.0,0.0,0.0,1.0,25,0.0
Enzo Barrenechea,Aston Villa,0.0,0.028571428571428574,0.0,0.0,0.0,0.0,0.0,0.0,41.523809523809526,0.0,0.0,0.0,1.0,25,0.0
Enzo Fernández,Chelsea,71.76190476190476,3.8190476190476192,19.761904761904763,6.0,11.428571428571429,28.695238095238096,17.61904761904762,0.2919047619047619,69117.42857142857,0.0,0.0,0.0,1.0,25,3.31
Eric da Silva Moreira,Nott'm Forest,1.3333333333333333,-0.014285714285714287,0.24761904761904763,0.02857142857142857,0.0,0.014285714285714285,0.42857142857142855,0.0,704.0952380952381,0.0,0.0,0.0,1.0,25,0.1
Erling Haaland,Man City,89.61904761904762,6.39047619047619,32.02857142857143,9.819047619047618,55.142857142857146,10.9,26.476190476190474,0.8261904761904763,147330.38095238095,0.0,1.0,0.0,0.0,25,6.46
Ethan Brierley,Brentford,0.0,-0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,574.7619047619048,0.0,0.0,0.0,1.0,25,0.0
