name,team,GW,predicted_clean_sheets
Morgan Gibbs-White,Nott'm Forest,31,0.18128148157764828
Oliwier Zych,Aston Villa,31,0.18117807059246377
Cameron Peupion,Brighton,31,0.18101675079400692
Zach Marsh,Crystal Palace,31,0.18072544772646892
George Earthy,West Ham,31,0.18068172543270355
Lisandro Martínez,Man Utd,31,0.18064953460543118
Amario Cozier-Duberry,Brighton,31,0.1804956448017268
Richarlison de Andrade,Spurs,31,0.1804080167497408
Victor Lindelöf,Man Utd,31,0.18019453059691803
Alejo Véliz,Spurs,31,0.18013953341425976
Jordan Ayew,Crystal Palace,31,0.17999713187236688
Pascal Groß,Brighton,31,0.17989269706131705
Sil Swinkels,Aston Villa,31,0.1798374479748208
Eric da Silva Moreira,Nott'm Forest,31,0.17979323761745714
Calvin Bassey,Fulham,31,0.17970137753716284
Martial Godo,Fulham,31,0.17962858732559647
Danny Welbeck,Brighton,31,0.17951872627027243
Billy Gilmour,Brighton,31,0.17873622982103657
Filip Marschall,Aston Villa,31,0.17873571284829626
Guido Rodríguez,West Ham,31,0.178665351132232
Diego Carlos Santos Silva,Aston Villa,31,0.1784486029999549
Maxwel Cornet,West Ham,31,0.17824943996533152
Jonathan Panzo,Nott'm Forest,31,0.1782111893269646
Malo Gusto,Chelsea,31,0.17775185133292254
Joachim Andersen,Fulham,31,0.17770112536117844
Joe Willock,Newcastle,31,0.17756041025115094
Kieran Trippier,Newcastle,31,0.17754236740338034
Ashley Phillips,Spurs,31,0.17753958234497236
Danilo dos Santos de Oliveira,Nott'm Forest,31,0.17749936547396128
Nicolás Domínguez,Nott'm Forest,31,0.17745614788822905
Pape Matar Sarr,Spurs,31,0.1773083881949582
Lucas Bergvall,Spurs,31,0.1772725608048668
Odsonne Edouard,Crystal Palace,31,0.17678015613333622
Vladimír Coufal,West Ham,31,0.176707077974206
Amad Diallo,Man Utd,31,0.17635534216497997
Myles Peart-Harris,Brentford,31,0.17634766395743523
Pablo Sarabia,Wolves,31,0.17619463125129567
Carlos Vinícius Alves Morais,Fulham,31,0.17607022712391665
Mykhailo Mudryk,Chelsea,31,0.17576505700386166
Timo Werner,Spurs,31,0.17565523034839914
Sam Johnstone,Crystal Palace,31,0.17552361562173371
Andrew Moran,Brighton,31,0.1754232551136733
Tosin Adarabioyo,Chelsea,31,0.1751081560765348
Mathias Jorgensen,Brentford,31,0.17472506843038652
Pau Torres,Aston Villa,31,0.17465219343633995
Josh Acheampong,Chelsea,31,0.1744825860856473
Kristoffer Ajer,Brentford,31,0.17447685966893903
Noni Madueke,Chelsea,31,0.17438944006040594
Francisco Jorge Tomás Oliveira,Wolves,31,0.17432369849300722
Garang Kuol,Newcastle,31,0.17418894648813907
Jason Steele,Brighton,31,0.1740601203783271
Toby Collyer,Man Utd,31,0.1737308304377984
Santiago Bueno,Wolves,31,0.17356199146492363
Timothy Castagne,Fulham,31,0.17345740101581886
Tommy Doyle,Wolves,31,0.1734374218598978
João Félix Sequeira,Chelsea,31,0.17333983595433958
Bryan Mbeumo,Brentford,31,0.17330589608761507
Harry Wilson,Fulham,31,0.17327030502201074
Kiernan Dewsbury-Hall,Chelsea,31,0.17318584863768643
Christopher Nkunku,Chelsea,31,0.17309772843930235
Wesley Fofana,Chelsea,31,0.1730953431431663
Nathan Collins,Brentford,31,0.17294996574744953
Đorđe Petrović,Chelsea,31,0.17290131205038745
James Ward-Prowse,West Ham,31,0.17278397480429178
Killian Cahill,Brighton,31,0.17251826821646243
Solly March,Brighton,31,0.17250290700785184
Joe Worrall,Nott'm Forest,31,0.17246572892284556
Callum Wilson,Newcastle,31,0.1721775361578637
Luca Williams-Barnett,Spurs,31,0.1721410605373434
Benjamin Arthur,Brentford,31,0.17201073567492361
Adrian Mazilu,Brighton,31,0.171881076158523
Gonçalo Manuel Ganchinho Guedes,Wolves,31,0.17161805030710472
Jeremy Sarmiento Morante,Brighton,31,0.17161702573378892
Moussa Diaby,Aston Villa,31,0.17158502572786735
Harry Amass,Man Utd,31,0.1712655506952981
Mohammed Kudus,West Ham,31,0.17125540163482067
Maeson King,Spurs,31,0.1712335924029528
Robert Sánchez,Chelsea,31,0.1711318824698788
Jakub Moder,Brighton,31,0.1710565158456858
Chadi Riad Dnanou,Crystal Palace,31,0.17092825185061225
Leon Bailey,Aston Villa,31,0.1708037269716537
Malcolm Ebiowei,Crystal Palace,31,0.17063195230019357
Wayne Hennessey,Nott'm Forest,31,0.17059381223441533
Brennan Johnson,Spurs,31,0.17059168688112125
Saša Kalajdžić,Wolves,31,0.17058255648863171
Reiss Nelson,Fulham,31,0.17049553020065733
Viljami Sinisalo,Aston Villa,31,0.17040198218762934
Łukasz Fabiański,West Ham,31,0.17038761469200622
Eddie Nketiah,Crystal Palace,31,0.17013896058446226
Emiliano Buendía Stati,Aston Villa,31,0.17007464783465182
Jannik Vestergaard,Leicester,31,0.07882435611841651
Nathan Wood-Gordon,Southampton,31,0.07863536974994671
Ali Al-Hamadi,Ipswich,31,0.07819486277328654
Cameron Humphreys,Ipswich,31,0.07803850229762886
Wout Faes,Leicester,31,0.0776781422656927
Adam Lallana,Southampton,31,0.07749502997141991
Armando Broja,Everton,31,0.0773787346936447
Sékou Mara,Southampton,31,0.07702451455858043
Cieran Slicker,Ipswich,31,0.07669313365759184
Luke Woolfenden,Ipswich,31,0.0756594978080222
Daniel Iversen,Leicester,31,0.07541089081501512
Jake O'Brien,Everton,31,0.07539559452670092
Jenson Metcalfe,Everton,31,0.07480692961766375
Taylor Harwood-Bellis,Southampton,31,0.07378770742295393
James Garner,Everton,31,0.07309934453119679
Danny Ward,Leicester,31,0.07263520175733167
Tom Cannon,Leicester,31,0.07228948018494581
Boubakary Soumaré,Leicester,31,0.07194523152706855
Michael Keane,Everton,31,0.07140824532801274
Joseph O'Brien-Whitmarsh,Southampton,31,0.0708654465349475
Joachim Kayi-Sanda,Southampton,31,0.07055265945535089
Jack Harrison,Everton,31,0.07038724385709996
Gavin Bazunu,Southampton,31,0.06994612957776085
Bilal El Khannouss,Leicester,31,0.069538593350463
Cameron Burgess,Ipswich,31,0.06897964375301337
Dominic Calvert-Lewin,Everton,31,0.06893935622153341
Shea Charles,Southampton,31,0.06878622000642769
Nathan Patterson,Everton,31,0.06781220925479244
Leif Davis,Ipswich,31,0.06723621856618088
Massimo Luongo,Ipswich,31,0.06672111241109184
James Tarkowski,Everton,31,0.06548694218285506
Sam Morsy,Ipswich,31,0.06545476568954273
Neal Maupay,Everton,31,0.065142773505697
Paul Onuachu,Southampton,31,0.06469218836241038
George Hirst,Ipswich,31,0.06373287719172213
Marcus Myers-Harness,Ipswich,31,0.06369501523113918
Mateusz Lis,Southampton,31,0.0635844041749509
Oliver Skipp,Leicester,31,0.06224621618002765
Jacob Greaves,Ipswich,31,0.06068059554311226
Ashley Young,Everton,31,0.06043211907618439
Mads Hermansen,Leicester,31,0.06024166864976908
Nathan Broadhead,Ipswich,31,0.058030864315310245
Wilfred Ndidi,Leicester,31,0.05783478700835923
George Edmundson,Ipswich,31,0.05774019221828532
Henry Cartwright,Leicester,31,0.05756939519622098
Conor Chaplin,Ipswich,31,0.05703962586011184
Bobby De Cordova-Reid,Leicester,31,0.05680933798469496
Asmir Begovic,Everton,31,0.056735569485479996
Harrison Armstrong,Everton,31,0.05615435285117184
Joe Lumley,Southampton,31,0.055660779662689806
Axel Tuanzebe,Ipswich,31,0.05559562421199348
Jarrad Branthwaite,Everton,31,0.054762791266616616
Cameron Archer,Southampton,31,0.054759931930966
Jamie Vardy,Leicester,31,0.05468760917744513
Flynn Downes,Southampton,31,0.054324777730079696
Wanya Marçal-Madivádua,Leicester,31,0.05325372245902113
Caleb Okoli,Leicester,31,0.05268186213034007
Mason Holgate,Everton,31,0.0516872263616801
Facundo Buonanotte,Leicester,31,0.05127921706364189
Jordan Ayew,Leicester,31,0.050533297735763066
Conor Coady,Leicester,31,0.05033410410046814
Conor Townsend,Ipswich,31,0.05000201553069755
Victor Kristiansen,Leicester,31,0.05
Armel Bella-Kotchap,Southampton,31,0.05
Ben Brereton Díaz,Southampton,31,0.05
Ben Godfrey,Ipswich,31,0.05
Christian Walton,Ipswich,31,0.05
Ben Johnson,Ipswich,31,0.05
Chiedozie Ogbene,Ipswich,31,0.05
Aaron Ramsdale,Southampton,31,0.05
Charlie Taylor,Southampton,31,0.05
Abdoulaye Doucouré,Everton,31,0.05
Youssef Ramalho Chermiti,Everton,31,0.05
Callum Bates,Everton,31,0.05
Will Smallbone,Southampton,31,0.05
Ben Nelson,Leicester,31,0.05
Alex McCarthy,Southampton,31,0.05
Will Alves,Leicester,31,0.05
Carlos Alcaraz Durán,Southampton,31,0.05
Wes Burns,Ipswich,31,0.05
Welington Damascena Santos,Southampton,31,0.05
Adam Armstrong,Southampton,31,0.05
Abdul Fatawu,Leicester,31,0.05
Vitalii Mykolenko,Everton,31,0.05
Arijanet Muric,Ipswich,31,0.05
Orel Mangala,Everton,31,0.05
Corrie Ndaba,Ipswich,31,0.05
Kasey McAteer,Leicester,31,0.05
Ryan Manning,Southampton,31,0.05
Ryan Fraser,Southampton,31,0.05
Jordan Pickford,Everton,31,0.05
Ross Stewart,Southampton,31,0.05
Ronnie Edwards,Southampton,31,0.05
João Neves Virgínia,Everton,31,0.05
Juan Larios López,Southampton,31,0.05
Roman Dixon,Everton,31,0.05
Kalvin Phillips,Ipswich,31,0.05
Kamaldeen Sulemana,Southampton,31,0.05
Kyle Walker-Peters,Southampton,31,0.05
Jens Cajuste,Ipswich,31,0.05
Lesley Ugochukwu,Southampton,31,0.05
Liam Delap,Ipswich,31,0.05
Ricardo Barbosa Pereira,Leicester,31,0.05
Luke Thomas,Leicester,31,0.05
Martin Sherif,Everton,31,0.05
Maxwel Cornet,Southampton,31,0.05
Michael Golding,Leicester,31,0.05
Norberto Bercique Gomes Betuncal,Everton,31,0.05
Patson Daka,Leicester,31,0.05
Odsonne Edouard,Leicester,31,0.05
Jesper Lindstrøm,Everton,31,0.05
Sam Szmodics,Ipswich,31,0.05
Dara O'Shea,Ipswich,31,0.05
Stephy Mavididi,Leicester,31,0.05
Dwight McNeil,Everton,31,0.05
Elkan Baggott,Ipswich,31,0.05
Freddie Ladapo,Ipswich,31,0.05
Tim Iroegbunam,Everton,31,0.05
Thomas Wilson-Brown,Leicester,31,0.05
Hamza Choudhury,Leicester,31,0.05
Séamus Coleman,Everton,31,0.05
Harry Clarke,Ipswich,31,0.05
Harry Souttar,Leicester,31,0.05
Sugawara Yukinari,Southampton,31,0.05
Omari Giraud-Hutchinson,Ipswich,31,0.05
Jan Bednarek,Southampton,31,0.05
Idrissa Gueye,Everton,31,0.05
Iliman Ndiaye,Everton,31,0.05
Jack Clarke,Ipswich,31,0.05
Jack Stephens,Southampton,31,0.05
Jack Taylor,Ipswich,31,0.05
Jakub Stolarczyk,Leicester,31,0.05
James Bree,Southampton,31,0.05
James Justin,Leicester,31,0.05
Samuel Edozie,Southampton,31,0.05
Samuel Amo-Ameyaw,Southampton,31,0.05
Harry Winks,Leicester,31,0.05
