season_x,name,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,position_DEF,position_FWD,position_GK,position_MID,predicted_assists
2023-24,Jean-Philippe Mateta,Crystal Palace,1,0,14,0,32.2,232,243,1,0,6.6,21.8,2024-02-19T20:00:00Z,90,9,Everton,0,0,0,0,25,0,61171,1.0,1.0,12.0,5,-367,5630,5997,49,False,0,25,False,True,False,False,1.0
2023-24,Ben Pearson,Bournemouth,0,0,0,0,0.0,79,247,0,0,0.0,0.0,2024-02-17T15:00:00Z,0,15,Newcastle,0,0,0,0,25,0,80,2.0,2.0,0.0,0,-1,0,1,45,False,0,25,False,False,False,True,0.0
2023-24,Bailey Peacock-Farrell,Burnley,0,0,0,0,0.0,175,242,0,0,0.0,0.0,2024-02-17T15:00:00Z,0,1,Arsenal,0,0,0,0,25,0,871,5.0,0.0,0.0,0,-10,0,10,40,True,0,25,False,False,True,False,0.0
2023-24,Felipe Augusto de Almeida Monteiro,Nott'm Forest,0,0,20,1,10.4,445,248,0,0,2.3,10.4,2024-02-17T15:00:00Z,90,19,West Ham,0,0,0,0,25,0,2363,0.0,2.0,2.0,6,56,103,47,44,True,0,25,True,False,False,False,0.18
2023-24,William Saliba,Arsenal,0,0,25,1,1.3,20,242,0,0,1.3,11.4,2024-02-17T15:00:00Z,90,6,Burnley,0,0,0,0,25,0,3934434,5.0,0.0,0.0,6,133035,200247,67212,56,False,0,25,True,False,False,False,0.0
2023-24,Michael Obafemi,Burnley,0,0,0,0,0.0,174,242,0,0,0.0,0.0,2024-02-17T15:00:00Z,0,1,Arsenal,0,0,0,0,25,0,2910,5.0,0.0,0.0,0,-60,0,60,49,True,0,25,False,True,False,False,0.0
2023-24,Ben Godfrey,Everton,0,0,15,0,12.9,252,243,1,0,3.9,26.2,2024-02-19T20:00:00Z,90,8,Crystal Palace,0,0,0,0,25,0,14229,1.0,1.0,0.0,2,291,609,318,43,True,0,25,True,False,False,False,0.0
2023-24,Franco Umeh-Chibueze,Crystal Palace,0,0,0,0,0.0,821,243,0,0,0.0,0.0,2024-02-19T20:00:00Z,0,9,Everton,0,0,0,0,25,0,0,1.0,1.0,0.0,0,0,0,0,45,False,0,25,False,True,False,False,0.0
2023-24,Victor da Silva,Burnley,0,0,6,0,0.7,182,242,0,0,1.0,4.0,2024-02-17T15:00:00Z,11,1,Arsenal,0,0,0,0,25,0,14740,5.0,0.0,5.0,1,-186,662,848,44,True,0,25,True,False,False,False,0.0
2023-24,André Tavares Gomes,Everton,0,0,0,0,0.0,244,243,0,0,0.0,0.0,2024-02-19T20:00:00Z,0,8,Crystal Palace,0,0,0,0,25,0,11740,1.0,1.0,0.0,0,-441,10,451,44,True,0,25,False,False,False,True,0.0
2023-24,Destiny Udogie,Spurs,0,0,0,0,0.0,519,250,0,0,0.0,0.0,2024-02-17T15:00:00Z,0,20,Wolves,0,0,0,0,25,0,1016905,2.0,1.0,0.0,0,-125918,43354,169272,49,True,0,25,True,False,False,False,0.0
2023-24,Ryan Trevitt,Brentford,0,0,0,0,0.0,118,241,0,0,0.0,0.0,2024-02-17T12:30:00Z,0,11,Liverpool,0,0,0,0,25,0,1162,4.0,1.0,0.0,0,-6,0,6,45,True,0,25,False,False,False,True,0.0
2023-24,Ryan Trevitt,Brentford,0,0,0,0,0.0,118,176,0,0,0.0,0.0,2024-02-20T19:30:00Z,0,13,Man City,0,0,0,0,25,0,1162,0.0,1.0,0.0,0,-6,0,6,45,False,0,25,False,False,False,True,0.0
2023-24,Dion Pereira,Luton,0,0,0,0,0.0,332,245,0,0,0.0,0.0,2024-02-18T16:30:00Z,0,14,Man Utd,0,0,0,0,25,0,4736,2.0,1.0,0.0,0,-57,0,57,44,True,0,25,False,False,False,True,0.0
2023-24,Dion Pereira,Luton,0,0,0,0,0.0,332,257,0,0,0.0,0.0,2024-02-21T19:30:00Z,0,11,Liverpool,0,0,0,0,25,0,4736,1.0,4.0,0.0,0,-57,0,57,44,False,0,25,False,False,False,True,0.0
2023-24,Tayo Adaramola,Crystal Palace,0,0,0,0,0.0,763,243,0,0,0.0,0.0,2024-02-19T20:00:00Z,0,9,Everton,0,0,0,0,25,0,773,1.0,1.0,0.0,0,-51,0,51,40,False,0,25,True,False,False,False,0.0
2023-24,Connor Roberts,Burnley,0,0,0,0,0.0,176,242,0,0,0.0,0.0,2024-02-17T15:00:00Z,0,1,Arsenal,0,0,0,0,25,0,15835,5.0,0.0,0.0,0,-596,0,596,43,True,0,25,True,False,False,False,0.0
2023-24,Douglas Luiz Soares de Paulo,Aston Villa,0,0,18,0,56.3,43,244,1,0,7.7,20.4,2024-02-17T15:00:00Z,90,10,Fulham,0,0,0,0,25,0,951907,2.0,1.0,0.0,2,41660,99826,58166,55,False,0,25,False,False,False,True,0.0
2023-24,Mark Flekken,Brentford,0,0,16,0,0.0,101,241,4,0,3.2,32.0,2024-02-17T12:30:00Z,90,11,Liverpool,0,0,0,0,25,4,407643,4.0,1.0,0.0,1,76941,93931,16990,45,True,0,25,False,False,True,False,0.0
2023-24,Mark Flekken,Brentford,0,1,25,0,0.0,101,176,1,0,6.6,66.0,2024-02-20T19:30:00Z,90,13,Man City,0,0,0,0,25,9,407643,0.0,1.0,0.0,5,76941,93931,16990,45,False,1,25,False,False,True,False,0.0
2023-24,Martin Dubravka,Newcastle,0,0,13,0,0.0,409,247,2,0,2.3,23.4,2024-02-17T15:00:00Z,90,3,Bournemouth,0,0,0,0,25,4,940440,2.0,2.0,0.0,2,-8708,32144,40852,42,True,0,25,False,False,True,False,0.0
2023-24,James McConnell,Liverpool,0,0,0,0,0.0,629,241,0,0,0.0,0.0,2024-02-17T12:30:00Z,0,4,Brentford,0,0,0,0,25,0,1736,4.0,1.0,0.0,0,46,104,58,44,False,0,25,False,False,False,True,0.0
2023-24,James McConnell,Liverpool,0,0,2,0,0.1,629,257,0,0,0.0,0.0,2024-02-21T19:30:00Z,1,12,Luton,0,0,0,0,25,0,1736,1.0,4.0,0.0,1,46,104,58,44,True,0,25,False,False,False,True,0.0
2023-24,Stefan Bajcetic,Liverpool,0,0,0,0,0.0,292,241,0,0,0.0,0.0,2024-02-17T12:30:00Z,0,4,Brentford,0,0,0,0,25,0,2396,4.0,1.0,0.0,0,-3,15,18,47,False,0,25,False,False,False,True,0.0
2023-24,Stefan Bajcetic,Liverpool,0,0,0,0,0.0,292,257,0,0,0.0,0.0,2024-02-21T19:30:00Z,0,12,Luton,0,0,0,0,25,0,2396,1.0,4.0,0.0,0,-3,15,18,47,True,0,25,False,False,False,True,0.0
2023-24,Andreas Hoelgebaum Pereira,Fulham,0,0,6,0,62.4,267,244,2,0,7.2,6.8,2024-02-17T15:00:00Z,74,2,Aston Villa,0,0,0,0,25,0,89721,2.0,1.0,3.0,2,-11022,2609,13631,53,True,0,25,False,False,False,True,0.0
2023-24,Joseph Johnson,Luton,0,0,0,0,0.0,682,245,0,0,0.0,0.0,2024-02-18T16:30:00Z,0,14,Man Utd,0,0,0,0,25,0,5009,2.0,1.0,0.0,0,59,246,187,40,True,0,25,True,False,False,False,0.0
2023-24,Joseph Johnson,Luton,0,0,0,0,0.0,682,257,0,0,0.0,0.0,2024-02-21T19:30:00Z,0,11,Liverpool,0,0,0,0,25,0,5009,1.0,4.0,0.0,0,59,246,187,40,False,0,25,True,False,False,False,0.0
2023-24,Marc Cucurella Saseta,Chelsea,0,0,0,0,0.0,198,246,0,0,0.0,0.0,2024-02-17T17:30:00Z,0,13,Man City,0,0,0,0,25,0,38772,1.0,1.0,0.0,0,-508,44,552,48,False,0,25,True,False,False,False,0.0
